1.0875 1
0.2441 1
0.0014 1
0.2759 1
0.6046 1
0.0399 1
0.0038 1
1.5254 1
0.4503 1
0.3732 1
0.3452 1
0.0245 1
0.2066 1
0.0617 1
0.2112 1
0.1247 1
0.2277 1
0.0729 1
0.0965 1
0.1066 1
0.1332 1
0.0765 1
0.1912 1
0.0346 1
0.0054 1
0.0235 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0819 1
0.2812 1
0.2236 1
0.6275 1
0.6536 1
0.7302 1
0.4813 1
0.3615 1
0.6806 1
0.3845 1
0.0835 1
0.1061 1
0.0469 1
0.0019 1
0.0009 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0120 1
0.2868 1
0.9954 1
0.6046 1
0.7353 1
0.0825 1
0.0000 1
0.1915 1
0.1641 1
0.0805 1
0.0764 1
0.0123 1
0.0385 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0170 1
0.0000 1
0.0007 1
0.0030 1
0.0352 1
0.0336 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0552 1
0.7597 1
0.5061 1
1.1074 1
0.2405 1
0.7096 1
0.0000 1
0.5457 1
0.2363 1
0.1839 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0405 1
0.3275 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.6667 1
0.0000 1
0.0000 1
1.4318 1
0.0000 1
1.2033 1
0.0756 1
0.0495 1
0.0691 1
0.0005 1
0.0052 1
0.0018 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0068 1
0.0000 1
0.0009 1
0.0208 1
0.0448 1
0.0219 1
0.0928 1
0.1167 1
0.0826 1
0.0115 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0014 1
0.0267 1
0.0058 1
0.0243 1
0.0158 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0062 1
0.0006 1
0.0003 1
0.0037 1
0.0042 1
0.0263 1
0.0095 1
0.0289 1
0.0179 1
0.0221 1
0.0235 1
0.0247 1
0.0072 1
0.0028 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
0.0000 1
1.2433 1
0.1688 1
0.3231 1
